loss_generator
0.233461
0.128229
0.110473
0.094592
0.081069
0.079653
0.060549
0.064756
0.068765
0.072946
0.071860
0.071209
0.067927
0.064978
0.052691
0.053555
0.055483
0.053713
0.051914
0.050644
0.055782
0.053225
0.056701
0.061355
0.044361
