loss_generator
0.270208
0.279073
0.256789
0.184315
0.176921
0.170217
0.123804
0.149198
0.106808
0.091119
0.150582
0.110643
0.083962
0.095584
0.111596
0.089567
0.086462
0.089337
0.109944
0.097649
0.107329
0.069097
0.081604
0.084064
0.063251
0.073312
0.088417
0.078663
0.072742
0.085131
0.072943
0.055479
0.076243
0.043949
0.054130
0.063023
0.055401
0.072008
0.075851
0.057498
0.075213
0.078854
0.056742
0.065278
0.067738
0.046721
0.121660
0.059057
0.066511
0.070781
0.054868
0.052298
0.065771
0.074786
0.111575
0.081505
0.058371
0.085567
0.059978
0.070624
0.060869
0.061747
0.077997
0.074638
0.064386
0.072073
0.103843
0.045751
0.054862
0.048359
0.034251
0.069072
0.060573
0.055055
0.044504
0.062096
0.055161
0.050025
0.051126
0.049365
0.055895
0.058231
0.058755
0.040988
0.063547
0.051302
0.048987
0.072432
0.048034
0.047811
0.052621
0.050871
0.038228
0.060648
0.057204
0.041241
0.034979
0.052047
0.057229
0.067725
0.064347
0.045796
0.055452
0.066205
0.047109
0.060547
0.060661
0.058600
0.035445
0.050872
0.062168
0.047675
0.047981
0.047222
0.078460
0.067412
0.055369
0.052449
0.074795
0.056751
0.043199
0.029089
0.045168
0.046073
0.058273
