loss_generator
0.285002
0.252067
0.226294
0.221993
0.205205
0.146017
0.166883
0.133769
0.102608
0.121197
0.145773
0.134508
0.129455
0.087424
0.098712
0.118380
0.088104
0.097421
0.126531
0.111019
0.095477
0.139592
0.117057
0.133360
0.069156
0.149595
0.093935
0.090504
0.094246
0.180624
0.143700
0.118346
0.086578
0.088613
0.098393
0.125324
0.133996
0.072997
0.200630
0.142079
0.093172
0.064684
0.098372
0.102341
0.145953
0.055492
0.086088
0.085884
0.170717
0.125374
0.069244
0.050874
0.120134
0.105408
0.114838
0.091549
0.098379
0.114952
0.145490
0.099713
0.081414
0.127139
0.138928
0.088805
0.108078
0.100863
0.141664
0.071459
0.076614
0.077307
0.048094
0.098509
0.074187
0.122161
0.081388
0.091115
0.091244
0.115065
0.064615
0.060614
0.071109
0.079300
0.078455
0.082759
0.062901
0.091890
0.071569
0.092438
0.077304
0.129147
0.123029
0.065803
0.087394
0.074179
0.070000
0.100538
0.084784
0.071775
0.064931
0.075477
0.085085
0.084076
0.108250
0.061524
0.097556
0.053566
0.058004
0.109582
0.076411
0.115661
0.053708
0.073300
0.102669
0.047120
0.057854
0.079969
0.086026
0.154479
0.073338
0.104524
0.126620
0.092067
0.093516
0.070808
0.158844
0.080196
0.105388
0.099002
0.116467
0.049363
0.065490
0.112725
0.060671
0.119170
0.069264
0.063581
0.069902
0.078996
0.060949
0.118080
0.095299
0.119602
0.049419
0.127412
0.085782
0.050161
0.086506
0.065146
0.097392
0.115292
0.105559
0.067421
0.096152
0.086255
0.102631
0.138366
0.084762
0.078900
0.070576
0.062272
0.150220
0.104712
0.073865
0.121140
0.059900
0.087094
0.050868
0.125973
0.063270
0.118475
0.111576
0.076860
0.065038
0.092848
0.081629
0.096675
0.095467
0.108987
0.141781
0.107975
0.074908
0.165130
0.103659
0.078438
0.073304
0.083841
0.147864
0.110983
0.058055
0.090062
0.096726
0.108199
0.075883
0.077799
0.060942
0.081214
0.056789
0.080820
0.041347
0.072824
0.074474
0.079182
0.064438
0.148990
0.085071
0.083624
0.100941
0.088307
0.033390
0.114060
0.161200
0.058871
0.078574
0.054486
0.157794
0.109017
0.049543
0.064194
0.155262
0.108669
0.117725
0.069047
0.092163
0.105312
0.073135
0.102864
0.066136
0.051866
0.099167
0.067834
0.065210
0.059237
0.063917
0.069976
0.128250
0.070621
0.097116
0.068734
0.082651
0.097149
0.071074
0.093550
0.091248
0.075797
0.050815
0.083113
0.114011
0.071667
0.108948
0.089744
0.110543
0.042863
0.053843
0.103185
0.062693
0.064881
0.055871
0.062363
0.067111
0.052030
0.135288
0.077453
0.104229
0.098303
0.083477
0.054068
0.062272
0.107062
0.076995
0.097999
0.051889
0.079609
0.110104
0.078477
0.074418
0.121198
0.099483
0.056291
0.047109
0.061893
0.081009
0.067684
0.070874
0.056885
0.084263
0.096785
0.119444
0.037231
0.053912
0.062264
0.056179
0.051848
0.095077
0.046481
0.096209
0.080603
0.080371
0.084838
0.092887
0.075395
0.096980
0.044124
0.064876
0.048190
0.114097
0.105468
0.084553
0.066497
0.051182
0.059374
0.083695
0.107497
0.117139
0.074394
0.058370
0.033160
0.082337
0.064103
0.088783
0.103670
0.076157
0.077020
0.080669
0.095192
0.109415
0.053998
0.060809
0.077070
0.050739
0.061260
0.041144
0.050724
0.077990
0.086339
0.045017
0.071088
0.104836
0.088565
0.070963
0.110364
0.118854
0.052663
0.134806
0.074787
0.062251
0.055418
0.057581
0.078863
0.115374
0.063522
0.043081
0.101072
0.134620
0.066222
0.048299
0.088776
0.077758
0.061900
0.078568
0.105971
0.103000
0.124623
0.064862
0.083248
0.061817
0.076179
0.051077
0.059513
0.051939
0.089839
0.074363
0.041893
0.091132
0.051905
0.032313
0.055298
0.064650
0.058969
0.055874
0.061818
0.115621
0.067216
0.055324
0.092039
0.038455
0.084019
0.114137
0.093029
0.065365
0.039427
0.068477
0.067844
0.098581
0.089032
0.041794
0.068101
0.066729
0.059246
0.085782
0.107441
0.083952
0.056376
0.074414
0.077201
0.065866
0.030486
0.099467
0.096662
0.067283
0.042765
0.071837
0.098005
0.063487
0.070209
0.046233
0.105442
0.071670
0.070266
0.068116
0.078910
0.070142
0.041079
0.057145
0.050150
0.096999
0.115477
0.100160
0.064256
0.052922
0.050527
0.065716
0.080363
0.089763
0.068297
0.074038
0.051204
0.077296
0.060884
0.085267
0.109277
0.041691
0.051178
0.086345
0.052685
0.031716
0.101785
0.077487
0.095165
0.115961
0.100669
0.060015
0.073643
0.076716
0.056733
0.111014
0.100789
0.091490
0.082134
0.100544
0.120524
0.066176
0.086918
0.083625
0.104094
0.078023
0.050114
0.096071
0.068994
0.091773
0.116264
0.068169
0.071934
0.114597
0.079444
0.117334
0.157951
0.054379
0.057257
0.043275
0.079012
0.048896
0.069679
0.058973
0.065201
0.113172
0.072022
0.109825
0.044742
0.110049
0.087948
0.065072
0.123321
0.090239
0.050119
0.088607
0.102679
0.079065
0.089988
0.048936
0.085109
