loss_generator
0.238112
0.134095
0.119174
0.108291
0.110928
0.121781
0.107126
0.135005
0.100905
0.104711
0.092100
0.110017
0.108873
0.093581
0.084868
0.084530
0.074905
0.092470
0.084081
0.079501
0.087298
0.082645
0.066930
0.099667
0.108371
0.090083
0.085464
0.078302
0.095503
0.082899
0.091604
0.086975
0.101967
0.089136
0.085590
0.110177
0.099088
0.098161
0.083910
0.066599
0.090431
0.084064
0.102185
0.097337
0.091477
0.077573
0.077318
0.083254
0.076497
0.093497
0.074625
0.060451
0.099750
0.079679
0.078899
0.077195
0.072143
0.073927
0.069159
0.082819
0.073653
0.073415
0.088219
0.074411
0.087691
0.060775
0.060243
0.089163
0.088672
0.074152
0.078659
0.082595
0.087510
0.065710
0.058321
0.059322
0.073731
0.079195
0.073146
0.077460
0.071562
0.067332
0.069954
0.078881
0.063103
0.076668
0.075636
0.076786
0.052723
0.098213
0.075624
0.099096
0.083767
0.084643
0.090296
0.078375
0.071184
0.084917
0.083472
0.081155
