loss_generator,loss_discriminator
0.132763,0.010250
0.084372,0.031539
0.080076,0.007602
0.031263,0.996318
0.074804,0.026801
0.068423,0.030690
0.069078,0.076183
0.050171,0.183428
0.031914,1.302261
0.088199,0.030503
0.091369,0.528225
0.077815,0.012875
0.077670,0.011991
0.056605,0.033505
0.065903,0.031491
0.061780,0.013351
0.072089,0.358758
0.075538,0.005856
0.061225,0.029319
0.060065,0.030896
0.056807,0.016444
0.060130,0.058684
0.097188,0.003249
0.060255,0.023921
0.076202,0.602674
0.098888,2.064883
0.058958,4.816179
0.105823,0.328954
0.088346,0.579239
0.110176,2.189707
0.085653,0.035632
0.104805,0.423523
0.042561,1.263785
0.049740,0.806525
0.031320,0.642333
0.038245,0.634810
0.064093,0.387579
0.055482,1.749059
0.055812,0.722103
0.131542,0.025606
0.056189,0.542619
0.056942,0.461751
0.083415,0.037431
0.098660,0.056333
0.067970,0.186507
0.098690,0.093329
0.068486,2.717469
0.067965,0.102575
0.056477,0.200123
0.076839,0.111834
0.054030,1.041000
0.075952,0.067461
0.081871,0.220639
0.092424,0.085053
0.096620,0.176780
0.079552,0.257702
0.096059,0.132771
0.080155,0.111131
0.065167,0.109373
0.104839,0.112715
0.095940,0.044371
0.087003,0.100214
0.096543,0.026459
0.084181,0.233127
0.086743,0.056270
0.101707,0.044509
0.104088,0.025214
0.102266,0.042397
0.052753,0.216965
0.073474,0.441847
0.086603,0.411655
0.078231,0.021790
0.038545,1.537637
0.042985,0.574261
0.076851,0.121273
0.069032,0.050339
0.069193,0.841456
0.125226,0.672681
0.046449,0.071397
0.090582,0.157559
0.067563,0.178678
0.022823,4.022738
0.097335,0.165037
0.064205,0.051695
0.122233,0.022945
0.130883,0.034270
0.037935,2.330693
0.034546,3.512363
0.068382,0.079674
0.134490,0.012260
0.027134,2.321453
0.081815,0.053578
0.095255,0.061448
0.108995,0.059976
0.036685,0.207238
0.076383,0.079128
0.082458,0.110232
0.066796,0.153114
0.121474,0.486368
0.092984,0.650832
0.058423,0.181004
0.079117,0.077731
0.113130,0.042179
0.101439,0.112713
0.090641,0.030720
0.067916,1.029673
0.072493,0.045107
0.100512,0.028578
0.113118,0.017109
0.100287,0.014099
0.079037,0.038365
0.090974,0.028371
0.045102,0.945227
0.104258,0.023530
0.095579,0.012800
0.088574,0.038995
0.101533,0.017758
0.094362,0.061451
0.130351,0.026374
0.083554,0.153762
0.059342,0.113521
0.071178,0.267315
0.038179,0.776532
0.105061,0.031058
0.077638,0.032964
0.090491,0.515809
0.078621,0.336360
0.081640,2.860769
0.081791,3.866421
0.055665,2.382315
0.090906,0.333315
0.112816,0.668860
0.079573,3.113201
0.065260,0.709969
0.061550,1.467458
0.083041,0.352242
0.088118,0.479511
0.078493,0.743818
0.081646,0.828109
0.088146,0.156389
0.078724,0.195040
0.095886,0.558528
0.053415,0.278281
0.093564,0.193972
0.044969,0.301674
0.086703,0.372633
0.084889,0.188579
0.049009,3.092304
0.073377,0.387375
0.066108,1.996257
0.077835,1.095340
0.143232,0.105380
0.062067,2.120385
0.089892,0.504785
0.061570,0.452506
0.070716,0.471605
0.094496,1.873928
0.073651,0.394873
0.092104,0.488029
0.092157,0.459586
0.105703,0.704228
0.113071,0.220333
0.035387,0.638554
0.091389,0.323371
0.070526,0.161059
0.111426,0.096587
0.079135,0.178490
0.065108,0.177544
0.074504,0.052493
0.059481,0.104385
0.121351,0.219200
0.092233,0.038901
0.058455,1.071164
0.069919,0.816253
0.065064,0.549708
0.070700,1.873520
0.048072,0.275401
0.092579,0.456438
0.097495,0.176513
0.101415,0.315589
0.063222,0.103739
0.062681,0.188097
0.070653,0.259827
0.135754,0.040760
0.112480,0.303362
0.080719,0.195551
0.056139,0.054555
0.073302,0.195511
0.154928,0.065516
0.067856,0.154284
0.097117,0.053511
0.069815,0.027241
0.065914,0.015720
0.086079,0.028872
0.081701,0.054973
0.083213,0.012590
0.089720,0.069441
0.108565,0.004539
0.125408,0.008584
0.110210,0.005030
0.109705,0.022048
0.088303,0.069464
0.042035,0.139939
0.049229,0.065381
0.079079,0.007533
0.060656,0.067697
0.104208,0.001178
0.063426,0.043668
0.120270,0.003373
0.072948,0.196040
0.038356,0.137916
0.102512,0.002307
0.062594,0.014414
0.085063,0.004378
0.054777,0.007695
0.050830,0.094603
0.065971,0.004981
0.043246,0.571791
0.066937,0.034003
0.071891,0.006450
0.081510,0.007843
0.070054,0.041098
0.089510,0.013851
0.081967,0.006445
0.057851,0.024557
0.063874,0.180886
0.048099,0.070133
0.097680,0.003795
0.067302,0.039407
0.078839,0.010670
0.072471,0.738539
0.039740,2.890320
0.102478,0.240036
0.058903,0.008445
0.054359,0.006532
0.078989,0.011490
0.062540,1.790901
0.089722,1.693811
0.080414,1.360426
0.067670,1.190983
0.133356,0.037726
0.101345,0.336337
0.114600,1.286742
0.035333,2.012621
0.112692,0.420781
0.083001,0.107704
0.036093,0.854092
0.064853,0.590681
0.078936,0.048137
0.075509,0.039374
0.100629,0.159646
0.077880,0.101899
0.057948,0.181316
0.097036,0.107298
0.065725,0.047208
0.115304,0.050221
0.040476,0.261609
0.087055,0.019767
0.089008,0.017620
0.080566,0.451979
0.054560,0.536137
0.075879,0.046621
0.096185,0.015404
0.081246,0.022255
0.103719,0.069976
0.077469,0.029431
0.071018,0.039964
0.080147,0.038018
0.088104,0.036029
